keyword,keyword_group,search_intent,target_canonical_url,primary_or_secondary,reason_for_mapping,overlap_risk,recommended_action
fine loopback french terry textile,fabric_type,Commercial,/fabrics/french-terry-loopback/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine open plain weave egyptian cotton voile,fabric_type,Commercial,/fabrics/egyptian-cotton-voile/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine open plain weave mercerized cotton voile,fabric_type,Commercial,/fabrics/mercerized-cotton-voile/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine open plain weave pima cotton voile,fabric_type,Commercial,/fabrics/pima-cotton-voile/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine open plain weave voile lawn,fabric_type,Commercial,/fabrics/voile-lawn/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine oxford basketweave pinpoint oxford cotton,fabric_type,Commercial,/fabrics/pinpoint-oxford-cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine plain weave batiste lawn,fabric_type,Commercial,/fabrics/batiste-lawn/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine plain weave egyptian cotton poplin,fabric_type,Commercial,/fabrics/egyptian-cotton-poplin/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine plain weave embroidered cotton lawn,fabric_type,Commercial,/fabrics/embroidered-cotton-lawn/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine plain weave mercerised cotton lawn,fabric_type,Commercial,/fabrics/mercerised-cotton-lawn/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine plain weave mercerized cotton poplin,fabric_type,Commercial,/fabrics/mercerized-cotton-poplin/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine plain weave pima cotton poplin,fabric_type,Commercial,/fabrics/pima-cotton-poplin/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine plain weave slub cotton lawn,fabric_type,Commercial,/fabrics/slub-cotton-lawn/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine plain weave tencel shirting,fabric_type,Commercial,/fabrics/tencel-shirting/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine plain weave wool silk suiting blend,fabric_type,Commercial,/fabrics/wool-silk-suiting/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine ribbed weave silk faille,fabric_type,Commercial,/fabrics/silk-faille/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine-gauge french terry fine loopback french terry,fabric_type,Commercial,/fabrics/french-terry-loopback/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine-gauge piqué knit fine cotton piqué,fabric_type,Commercial,/fabrics/fine-cotton-pique/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine-gauge semi-sheer knit,fabric_type,Commercial,/fabrics/fine-gauge-semi-sheer-knit/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine-gauge semi-sheer knit fabric,fabric_type,Commercial,/fabrics/fine-gauge-semi-sheer-knit/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine-gauge semi-sheer knit fabric online,fabric_type,Commercial,/fabrics/fine-gauge-semi-sheer-knit/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine-gauge semi-sheer knit for layering pieces,fabric_type,Commercial,/fabrics/fine-gauge-semi-sheer-knit/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine-gauge semi-sheer knit textile,fabric_type,Commercial,/fabrics/fine-gauge-semi-sheer-knit/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine-wale corduroy,fabric_type,Commercial,/fabrics/fine-wale-corduroy/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine-wale corduroy fabric,fabric_type,Commercial,/fabrics/fine-wale-corduroy/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine-wale corduroy fabric online,fabric_type,Commercial,/fabrics/fine-wale-corduroy/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine-wale corduroy fine-wale corduroy,fabric_type,Commercial,/fabrics/fine-wale-corduroy/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine-wale corduroy for shirts,fabric_type,Commercial,/fabrics/fine-wale-corduroy/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine-wale corduroy for trousers,fabric_type,Commercial,/fabrics/fine-wale-corduroy/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fine-wale corduroy textile,fabric_type,Commercial,/fabrics/fine-wale-corduroy/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
fleece knit pima cotton fleece,fabric_type,Commercial,/fabrics/pima-cotton-fleece/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
french terry knit classic french terry,fabric_type,Commercial,/fabrics/french-terry-classic/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
french terry knit cotton modal french terry,fabric_type,Commercial,/fabrics/french-terry-modal/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
french terry knit lightweight french terry,fabric_type,Commercial,/fabrics/french-terry-lightweight/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
